data;temperatura_observada;temperatura_prevista;estacao
2024-01-04;20.375;20.805263558927397;BRASILIA
2024-01-05;20.400000000000002;20.769415541458528;BRASILIA
2024-01-06;21.979166666666668;21.699728181944828;BRASILIA
2024-01-07;21.9875;21.703091184779684;BRASILIA
2024-01-08;21.458333333333332;20.983901458665056;BRASILIA
2024-01-09;21.575;21.090078235601144;BRASILIA
2024-01-10;20.620833333333334;20.852148223773117;BRASILIA
2024-01-11;21.3;21.334759983517994;BRASILIA
2024-01-12;22.995833333333334;22.254152552921582;BRASILIA
2024-01-13;22.679166666666664;21.5958044975241;BRASILIA
2024-01-14;22.037499999999998;21.015414139659725;BRASILIA
2024-01-15;21.491666666666664;21.119513418349065;BRASILIA
2024-01-16;22.579166666666666;21.769177070346526;BRASILIA
2024-01-17;24.53333333333333;22.568757736615428;BRASILIA
2024-01-18;23.991666666666664;22.46869123452367;BRASILIA
2024-01-19;23.866666666666664;22.424119730441404;BRASILIA
2024-01-20;24.508333333333336;22.71591306345756;BRASILIA
2024-01-21;23.787499999999998;21.908883647674593;BRASILIA
2024-01-22;22.537499999999998;21.26308323674825;BRASILIA
2024-01-23;22.479166666666668;21.35614097559904;BRASILIA
2024-01-24;22.004166666666666;21.46408479380432;BRASILIA
2024-01-25;22.587500000000002;21.680129994722655;BRASILIA
2024-01-26;20.9375;21.263942888894007;BRASILIA
2024-01-27;21.479166666666668;21.65601579266388;BRASILIA
2024-01-28;21.833333333333332;20.932551296265853;BRASILIA
2024-01-29;22.22083333333333;21.147377457887007;BRASILIA
2024-01-30;22.754166666666666;21.489512960992325;BRASILIA
2024-01-31;21.429166666666664;20.84317999977343;BRASILIA
2024-02-01;21.891666666666666;21.167333706547158;BRASILIA
2024-02-02;22.09166666666667;21.476629981683782;BRASILIA
2024-02-03;21.929166666666664;21.55023460068633;BRASILIA
2024-02-04;22.395833333333332;21.82007406473652;BRASILIA
2024-02-05;22.020833333333332;21.175147457966318;BRASILIA
2024-02-06;21.34166666666667;20.71902211177717;BRASILIA
2024-02-07;22.65833333333333;21.393390210141142;BRASILIA
2024-02-08;22.133333333333336;21.164861774069;BRASILIA
2024-02-09;22.34583333333333;21.31153832141202;BRASILIA
2024-02-10;20.620833333333334;20.55038793027601;BRASILIA
2024-02-11;19.370833333333334;20.044016653531035;BRASILIA
2024-02-12;21.8125;21.176396054869173;BRASILIA
2024-02-13;23.866666666666664;22.31453653049604;BRASILIA
2024-02-14;24.245833333333334;22.680904833666276;BRASILIA
2024-02-15;22.25;22.30321771256942;BRASILIA
2024-02-16;21.75;21.305570123421898;BRASILIA
2024-02-17;21.491666666666664;21.233655993071395;BRASILIA
2024-02-18;22.058333333333334;21.086673020635924;BRASILIA
2024-02-19;21.279166666666665;21.230529092285114;BRASILIA
2024-02-20;20.408333333333335;20.96328779146075;BRASILIA
2024-02-21;20.75;21.30551739575006;BRASILIA
2024-02-22;21.825;21.741246232853356;BRASILIA
2024-02-23;21.675;21.04123756121786;BRASILIA
2024-02-24;22.96666666666667;21.18165164574789;BRASILIA
2024-02-25;23.304166666666664;21.56386004903505;BRASILIA
2024-02-26;23.008333333333336;22.533075740109012;BRASILIA
2024-02-27;22.920833333333334;22.994966258491054;BRASILIA
2024-02-28;23.991666666666664;23.06551304653296;BRASILIA
2024-02-29;24.795833333333334;22.901253215455885;BRASILIA
2024-03-01;23.962500000000002;22.077729994615503;BRASILIA
2024-03-02;22.9875;21.601028205325434;BRASILIA
2024-03-03;21.2375;21.30050636955339;BRASILIA
2024-03-04;21.125;21.03431645026726;BRASILIA
2024-03-05;21.9875;21.471001453408608;BRASILIA
2024-03-06;22.98695652173913;21.47639351873571;BRASILIA
2024-03-07;23.175;21.67863840685321;BRASILIA
2024-03-08;24.620833333333334;22.112647918277684;BRASILIA
2024-03-09;23.695833333333336;21.96729463267205;BRASILIA
2024-03-10;23.075;21.365869195718485;BRASILIA
2024-03-11;22.954166666666666;21.700050918758915;BRASILIA
2024-03-12;23.90416666666667;21.588137448079678;BRASILIA
2024-03-13;23.8875;21.11733101406159;BRASILIA
2024-03-14;22.3;21.100672718234847;BRASILIA
2024-03-15;24.55;22.151073920934028;BRASILIA
2024-03-16;24.9875;22.50316324145157;BRASILIA
2024-03-17;22.95;21.475603093728978;BRASILIA
2024-03-18;23.62608695652174;21.799357695188753;BRASILIA
2024-03-19;24.1125;21.863442860200987;BRASILIA
2024-03-20;23.679166666666664;21.734508941910974;BRASILIA
2024-03-21;23.025000000000002;21.69433308275822;BRASILIA
2024-03-22;22.325;21.771411149466143;BRASILIA
2024-03-23;21.079166666666666;20.80022160066175;BRASILIA
2024-03-24;21.6875;21.258361328821994;BRASILIA
2024-03-25;21.474999999999998;21.454106096348777;BRASILIA
2024-03-26;21.641666666666666;21.40204997619345;BRASILIA
2024-03-27;21.425;20.942433507418265;BRASILIA
2024-03-28;21.266666666666666;20.473910401436225;BRASILIA
2024-03-29;22.40416666666667;20.9330275204806;BRASILIA
2024-03-30;22.9375;21.159629601430815;BRASILIA
2024-03-31;23.087500000000002;21.329487671905785;BRASILIA
2024-04-01;23.204166666666666;21.69731404411478;BRASILIA
2024-04-02;20.8875;20.91722991862803;BRASILIA
2024-04-03;22.037499999999998;21.05320674042336;BRASILIA
2024-04-04;21.858333333333334;20.49517417220067;BRASILIA
2024-04-05;22.712500000000002;21.067840900118387;BRASILIA
2024-04-06;22.462500000000002;20.92540970459997;BRASILIA
2024-04-07;22.133333333333336;21.106850615099024;BRASILIA
2024-04-08;22.912499999999998;21.64782071374702;BRASILIA
2024-04-09;23.462500000000002;21.95687800061125;BRASILIA
2024-04-10;22.625;21.420927065289547;BRASILIA
2024-04-11;20.683333333333334;20.470802565761115;BRASILIA
2024-04-12;20.754166666666666;20.52796304385947;BRASILIA
2024-04-13;22.629166666666666;21.231061475558423;BRASILIA
2024-04-14;22.604166666666668;21.693491632259516;BRASILIA
2024-04-15;22.3875;21.556969092814985;BRASILIA
2024-04-16;22.695833333333336;21.20352025383628;BRASILIA
2024-04-17;23.433333333333334;21.582686887556303;BRASILIA
2024-04-18;23.72083333333333;21.885889494087046;BRASILIA
2024-04-19;23.325;21.285201691008503;BRASILIA
2024-04-20;23.325;21.117138265524947;BRASILIA
2024-04-21;21.754166666666666;21.06910914061086;BRASILIA
2024-04-22;21.5;21.270539465443232;BRASILIA
2024-04-23;23.166666666666668;21.29316155066135;BRASILIA
2024-04-24;22.525000000000002;21.157624596264576;BRASILIA
2024-04-25;23.5125;21.465294237320418;BRASILIA
2024-04-26;23.170833333333334;21.54502175954565;BRASILIA
2024-04-27;22.758333333333336;21.68263133850938;BRASILIA
2024-04-28;22.55;21.568332633782315;BRASILIA
2024-04-29;23.558333333333334;21.423363345549017;BRASILIA
2024-04-30;23.391666666666666;21.50601556161934;BRASILIA
2024-05-01;23.979166666666668;21.485224272443002;BRASILIA
2024-05-02;22.754166666666666;21.92635016579582;BRASILIA
2024-05-03;23.129166666666666;21.72376575693656;BRASILIA
2024-05-04;22.883333333333336;21.85404865360066;BRASILIA
2024-05-05;21.9875;20.95505678984078;BRASILIA
2024-05-06;21.6875;20.58665291592745;BRASILIA
2024-05-07;21.525000000000002;20.58961188204311;BRASILIA
2024-05-08;21.666666666666668;20.608952386387166;BRASILIA
2024-05-09;21.1875;20.730264700480244;BRASILIA
2024-05-10;20.304166666666667;20.791739144618116;BRASILIA
2024-05-11;21.1125;20.941608104656886;BRASILIA
2024-05-12;21.095833333333335;21.478157537249253;BRASILIA
2024-05-13;21.454166666666666;20.97675119728339;BRASILIA
2024-05-14;22.608333333333334;20.807469259874317;BRASILIA
2024-05-15;22.379166666666666;21.34181745501997;BRASILIA
2024-05-16;21.2375;21.965624134290803;BRASILIA
2024-05-17;20.933333333333334;20.76112670862758;BRASILIA
2024-05-18;21.266666666666666;20.565754921840732;BRASILIA
2024-05-19;20.608333333333334;20.59590263637478;BRASILIA
2024-05-20;21.229166666666668;19.911946488365057;BRASILIA
2024-05-21;22.004166666666666;20.003523849107356;BRASILIA
2024-05-22;20.808333333333334;20.385657064897845;BRASILIA
2024-05-23;20.970833333333335;19.886627272393536;BRASILIA
2024-05-24;20.591666666666665;20.306051184861662;BRASILIA
2024-05-25;20.466666666666665;20.70098161722861;BRASILIA
2024-05-26;21.433333333333334;20.777169945352334;BRASILIA
2024-05-27;20.745833333333334;20.134768093387834;BRASILIA
2024-05-28;20.241666666666667;20.320115446745962;BRASILIA
2024-05-29;20.295652173913044;19.17036635864371;BRASILIA
2024-05-30;19.604347826086954;19.104602634893027;BRASILIA
2024-05-31;19.474999999999998;19.95001507544196;BRASILIA
2024-06-01;19.366666666666667;19.38102426439493;BRASILIA
2024-06-02;18.729166666666668;18.951893375730474;BRASILIA
2024-06-03;18.995833333333334;18.64765963866135;BRASILIA
2024-06-04;19.895833333333332;19.09366394333707;BRASILIA
2024-06-05;19.41304347826087;19.208078343756725;BRASILIA
2024-06-06;19.150000000000002;18.907381425014435;BRASILIA
2024-06-07;19.816666666666666;18.802617997692288;BRASILIA
2024-06-08;20.3;18.885365850000376;BRASILIA
2024-06-09;19.991666666666667;19.34454754949593;BRASILIA
2024-06-10;19.908333333333335;19.157111393207188;BRASILIA
2024-06-11;20.075;18.911571564729616;BRASILIA
2024-06-12;19.758333333333333;19.75032673981159;BRASILIA
2024-06-13;20.133333333333333;19.26084450000223;BRASILIA
2024-06-14;20.620833333333334;19.15809897518302;BRASILIA
2024-06-15;19.25;18.564118086738134;BRASILIA
2024-06-16;19.208333333333332;19.04464799769272;BRASILIA
2024-06-17;18.633333333333333;19.54972875755417;BRASILIA
2024-06-18;19.858333333333334;20.19120602392997;BRASILIA
2024-06-19;19.287499999999998;19.377056309114625;BRASILIA
2024-06-20;19.841666666666665;19.172228250045457;BRASILIA
2024-06-21;19.054166666666667;19.47217899769883;BRASILIA
2024-06-22;20.35217391304348;19.522459623933198;BRASILIA
2024-06-23;19.275000000000002;19.84735655051926;BRASILIA
2024-06-24;19.66521739130435;19.741527025531262;BRASILIA
2024-06-25;20.266666666666666;20.190381137284515;BRASILIA
2024-06-26;19.995833333333334;19.88545260607638;BRASILIA
2024-06-27;19.029166666666665;19.880409512032863;BRASILIA
2024-06-28;19.375;20.120456807846395;BRASILIA
2024-06-29;19.85909090909091;19.816221281647902;BRASILIA
2024-06-30;19.430434782608696;20.36900735518541;BRASILIA
2024-07-01;19.604347826086954;20.61730614762164;BRASILIA
2024-07-02;19.508333333333333;20.310014760234797;BRASILIA
2024-07-03;19.191666666666666;19.03015106741195;BRASILIA
2024-07-04;19.608333333333334;19.424030868300157;BRASILIA
2024-07-05;19.3625;19.41963253407435;BRASILIA
2024-07-06;19.879166666666666;19.108781155111796;BRASILIA
2024-07-07;20.808333333333334;19.819754139797677;BRASILIA
2024-07-08;20.004166666666666;20.309910674932325;BRASILIA
2024-07-09;20.5;20.333385886085036;BRASILIA
2024-07-10;21.208695652173912;20.277809226138018;BRASILIA
2024-07-11;21.604545454545455;20.11574589920712;BRASILIA
2024-07-12;20.875;19.469948132428744;BRASILIA
2024-07-13;18.691666666666666;18.91440977464922;BRASILIA
2024-07-14;18.391666666666666;18.834655582257657;BRASILIA
2024-07-15;18.275000000000002;18.940275201765505;BRASILIA
2024-07-16;18.7625;19.11599090704495;BRASILIA
2024-07-17;19.22173913043478;18.985601514395206;BRASILIA
2024-07-18;19.830434782608698;19.198974086928555;BRASILIA
2024-07-19;19.091666666666665;19.00749389754399;BRASILIA
2024-07-20;18.462500000000002;19.34978464523711;BRASILIA
2024-07-21;18.75;19.249080739900183;BRASILIA
2024-07-22;19.479166666666668;19.05496238861409;BRASILIA
2024-07-23;19.8125;19.29152024338655;BRASILIA
2024-07-24;19.783333333333335;19.485665441758385;BRASILIA
2024-07-25;18.55;19.73374246204266;BRASILIA
2024-07-26;19.108333333333334;20.12915678410425;BRASILIA
2024-07-27;19.175;19.39876221858432;BRASILIA
2024-07-28;20.841666666666665;19.135315288938994;BRASILIA
2024-07-29;20.641666666666666;19.987286104046415;BRASILIA
2024-07-30;22.59583333333333;20.317228951340834;BRASILIA
2024-07-31;21.420833333333334;20.675052258600278;BRASILIA
2024-08-01;19.854166666666668;19.268785445876844;BRASILIA
2024-08-02;18.908333333333335;19.082944388361046;BRASILIA
2024-08-03;19.595833333333335;19.357665049725327;BRASILIA
2024-08-04;20.224999999999998;19.730549633578168;BRASILIA
2024-08-05;20.279166666666665;19.86236635257875;BRASILIA
2024-08-06;20.129166666666666;20.025052872391502;BRASILIA
2024-08-07;19.912499999999998;21.312924388107852;BRASILIA
2024-08-08;19.733333333333334;21.070606339414027;BRASILIA
2024-08-09;20.66086956521739;21.47337742619279;BRASILIA
2024-08-10;19.379166666666666;19.992805338899675;BRASILIA
2024-08-11;19.175;20.302349783089934;BRASILIA
2024-08-12;20.025000000000002;21.855209458860692;BRASILIA
2024-08-13;19.224999999999998;22.729389127457306;BRASILIA
2024-08-14;21.139130434782608;22.12245594969746;BRASILIA
2024-08-15;22.991666666666664;20.520120507683682;BRASILIA
2024-08-16;23.20434782608696;21.228854493594362;BRASILIA
2024-08-17;22.554166666666664;22.013629534211695;BRASILIA
2024-08-18;21.925;22.419638846383435;BRASILIA
2024-08-19;22.370833333333334;22.954221025834308;BRASILIA
2024-08-20;22.445833333333336;22.82424234054144;BRASILIA
2024-08-21;23.03333333333333;22.73643955094091;BRASILIA
2024-08-22;23.22083333333333;23.623506702074717;BRASILIA
2024-08-23;23.675;23.401738327567536;BRASILIA
2024-08-24;24.166666666666668;23.05892666448117;BRASILIA
2024-08-25;22.426086956521736;22.220766882440003;BRASILIA
2024-08-26;19.895833333333332;20.78559556170223;BRASILIA
2024-08-27;21.97391304347826;21.592728527160332;BRASILIA
2024-08-28;22.508333333333336;21.882866714257545;BRASILIA
2024-08-29;21.320833333333333;21.43321664217039;BRASILIA
2024-08-30;21.45;22.007071860139185;BRASILIA
2024-08-31;22.15833333333333;23.29470444582921;BRASILIA
2024-09-01;23.295833333333334;24.052294319381;BRASILIA
2024-09-02;23.71666666666667;24.827071399433123;BRASILIA
2024-09-03;23.808333333333334;24.719668599367264;BRASILIA
2024-09-04;23.995833333333334;24.92954452632066;BRASILIA
2024-09-05;24.70434782608696;24.871456167212983;BRASILIA
2024-09-06;26.045833333333334;25.29530907002418;BRASILIA
2024-09-07;24.316666666666666;24.938523552848835;BRASILIA
2024-09-08;22.829166666666666;24.170120868706654;BRASILIA
2024-09-09;23.3;24.739765930805152;BRASILIA
2024-09-10;23.28333333333333;24.671478413837207;BRASILIA
2024-09-11;23.483333333333334;24.419152401050496;BRASILIA
2024-09-12;24.025000000000002;24.763460039841746;BRASILIA
2024-09-13;24.2625;24.712526305215995;BRASILIA
2024-09-14;24.929166666666664;25.116353780986802;BRASILIA
2024-09-15;24.9875;25.531885086838134;BRASILIA
2024-09-16;25.545833333333334;25.58926352774848;BRASILIA
2024-09-17;25.3;25.062331053668434;BRASILIA
2024-09-18;25.90833333333333;25.29231690972625;BRASILIA
2024-09-19;25.020833333333332;24.611258318891906;BRASILIA
2024-09-20;24.858333333333334;25.021280103807424;BRASILIA
2024-09-21;25.3625;25.666279663980333;BRASILIA
2024-09-22;27.004166666666666;26.30957417913597;BRASILIA
2024-09-23;26.754166666666666;26.251630487837293;BRASILIA
2024-09-24;26.7;26.010243079038002;BRASILIA
2024-09-25;26.84583333333333;26.392294243489278;BRASILIA
2024-09-26;26.45;26.375707761031055;BRASILIA
2024-09-27;26.208333333333332;26.456517395387788;BRASILIA
2024-09-28;26.6125;25.946176258337566;BRASILIA
2024-09-29;25.145833333333332;24.61739951587028;BRASILIA
2024-09-30;24.616666666666664;25.36891714630892;BRASILIA
2024-10-01;25.212500000000002;26.49070985813713;BRASILIA
2024-10-02;25.179166666666664;26.481638387953147;BRASILIA
2024-10-03;26.979166666666668;26.934872405746656;BRASILIA
2024-10-04;28.604166666666668;27.27019543370512;BRASILIA
2024-10-05;27.758333333333336;26.855419238419223;BRASILIA
2024-10-06;27.53333333333333;26.565828073619922;BRASILIA
2024-10-07;26.1125;25.313395423111817;BRASILIA
2024-10-08;25.429166666666664;24.17657658465676;BRASILIA
2024-10-09;25.787499999999998;24.149155121710617;BRASILIA
2024-10-10;23.03333333333333;22.29476266573104;BRASILIA
2024-10-11;23.691666666666666;22.91425522010204;BRASILIA
2024-10-12;22.587500000000002;22.17567138775172;BRASILIA
2024-10-13;24.675;22.95144330354507;BRASILIA
2024-10-14;24.349999999999998;23.09254212825173;BRASILIA
2024-10-15;20.8625;21.598483264545568;BRASILIA
2024-10-16;20.854166666666668;22.02896887045377;BRASILIA
2024-10-17;19.6125;21.30359602711855;BRASILIA
2024-10-18;20.241666666666667;22.11352612688896;BRASILIA
2024-10-19;20.400000000000002;21.649096361968883;BRASILIA
2024-10-20;21.033333333333335;22.177081029678803;BRASILIA
2024-10-21;22.308333333333334;21.770402976824236;BRASILIA
2024-10-22;21.645833333333332;21.48977821453319;BRASILIA
2024-10-23;21.770833333333332;21.987359618337546;BRASILIA
2024-10-24;22.375;22.83660565147208;BRASILIA
2024-10-25;21.31304347826087;21.559986782363815;BRASILIA
2024-10-26;23.983333333333334;22.633910371228925;BRASILIA
2024-10-27;22.991666666666664;22.39634852606324;BRASILIA
2024-10-28;23.458333333333332;22.06207480414618;BRASILIA
2024-10-29;22.066666666666666;22.253495175954846;BRASILIA
2024-10-30;20.858333333333334;21.465851294892044;BRASILIA
2024-10-31;19.891666666666666;21.554191783940762;BRASILIA
2024-11-01;20.599999999999998;21.83186101206589;BRASILIA
2024-11-02;21.770833333333332;21.56507406008195;BRASILIA
2024-11-03;22.295833333333334;21.601433598444686;BRASILIA
2024-11-04;23.495833333333334;22.535309432056813;BRASILIA
2024-11-05;19.333333333333332;20.354251252549645;BRASILIA
2024-11-06;21.425;21.72580396882063;BRASILIA
2024-11-07;21.191666666666666;21.222640341466285;BRASILIA
2024-11-08;19.9875;21.192845784484405;BRASILIA
2024-11-09;20.2625;21.023061043507063;BRASILIA
2024-11-10;21.925;22.482986856696158;BRASILIA
2024-11-11;21.154166666666665;21.367183946266334;BRASILIA
2024-11-12;22.208333333333332;21.75391699266207;BRASILIA
2024-11-13;21.491666666666664;21.58807775693135;BRASILIA
2024-11-14;19.912499999999998;20.758600332578084;BRASILIA
2024-11-15;18.95;20.356533705585136;BRASILIA
2024-11-16;21.224999999999998;21.346402488722756;BRASILIA
2024-11-17;19.791666666666668;20.512250449169613;BRASILIA
2024-11-18;22.150000000000002;21.573960377475085;BRASILIA
2024-11-19;22.53333333333333;22.101773481847122;BRASILIA
2024-11-20;23.420833333333334;21.831421847921362;BRASILIA
2024-11-21;22.945833333333336;21.769566572569303;BRASILIA
2024-11-22;21.45;21.088820265017645;BRASILIA
2024-11-23;21.712500000000002;20.636222522571682;BRASILIA
2024-11-24;21.141666666666666;20.777203899789598;BRASILIA
2024-11-25;20.958333333333332;21.119044740224606;BRASILIA
2024-11-26;22.0125;21.331499680782574;BRASILIA
2024-11-27;22.770833333333332;21.27382869857579;BRASILIA
2024-11-28;23.2375;21.818191885610794;BRASILIA
2024-11-29;22.575;21.226476295660085;BRASILIA
2024-11-30;23.679166666666664;21.671014580821247;BRASILIA
2024-12-01;22.833333333333332;21.24505001598081;BRASILIA
2024-12-02;21.925;21.028211057978318;BRASILIA
2024-12-03;22.27916666666667;21.736630136895673;BRASILIA
2024-12-04;22.287499999999998;21.43926673457172;BRASILIA
2024-12-05;22.0;21.684948756823186;BRASILIA
2024-12-06;23.565217391304348;23.633805869437246;BRASILIA
2024-12-07;24.870833333333334;23.559273085455253;BRASILIA
2024-12-08;24.334782608695654;23.049086714602392;BRASILIA
2024-12-09;22.925;22.21640769605507;BRASILIA
2024-12-10;24.037499999999998;22.230757519124644;BRASILIA
2024-12-11;23.162499999999998;21.711429227904993;BRASILIA
2024-12-12;21.704166666666666;21.134282409690957;BRASILIA
2024-12-13;22.6375;22.35677847782041;BRASILIA
2024-12-14;22.837500000000002;21.918227153437396;BRASILIA
2024-12-15;20.566666666666666;20.811163265732787;BRASILIA
2024-12-16;21.791666666666668;21.373353143463763;BRASILIA
2024-12-17;21.270833333333332;20.855337926794963;BRASILIA
2024-12-18;21.858333333333334;21.170082920528763;BRASILIA
2024-12-19;22.795833333333334;21.39011945807392;BRASILIA
2024-12-20;22.7;22.0398323010255;BRASILIA
2024-12-21;22.066666666666666;21.031397508946046;BRASILIA
2024-12-22;20.154166666666665;20.494948937824116;BRASILIA
2024-12-23;21.445833333333336;20.986514453254404;BRASILIA
2024-12-24;20.866666666666667;20.869339731623903;BRASILIA
2024-12-25;21.0;21.158487198636834;BRASILIA
2024-12-26;21.058333333333334;20.97915578343531;BRASILIA
2024-12-27;21.504166666666666;21.346587592683335;BRASILIA
2024-12-28;22.120833333333334;21.663627888996057;BRASILIA
2024-12-29;20.891666666666666;21.725437077061002;BRASILIA
2024-12-30;21.108695652173914;21.1952799772957;BRASILIA
2024-12-31;21.175;21.338117384077805;BRASILIA
